pid	gid	pname
PWY0-1313	Zm00001d016659	acetate conversion to acetyl-CoA
PWY-6897	Zm00001d046628	thiamine salvage II
PWY-6897	Zm00001d035329	thiamine salvage II
PWY-6897	Zm00001d015612	thiamine salvage II
PWY-6897	Zm00001d041829	thiamine salvage II
PWY-6897	Zm00001d009264	thiamine salvage II
GLYOXYLATE-BYPASS	Zm00001d044042	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d034241	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d022229	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d041243	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d014030	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d050409	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d019330	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d032187	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d002741	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d039089	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d009640	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d032695	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d004564	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d024952	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d035277	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d049409	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d020428	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d027558	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d006476	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d024869	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d032214	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d048358	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d015497	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d040769	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d016248	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d015856	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d053684	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d053685	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d021666	glyoxylate cycle
GLYOXYLATE-BYPASS	Zm00001d003247	glyoxylate cycle
SAM-PWY	Zm00001d024754	S-adenosyl-L-methionine biosynthesis
SAM-PWY	Zm00001d009146	S-adenosyl-L-methionine biosynthesis
SAM-PWY	Zm00001d008175	S-adenosyl-L-methionine biosynthesis
SAM-PWY	Zm00001d010920	S-adenosyl-L-methionine biosynthesis
SAM-PWY	Zm00001d018517	S-adenosyl-L-methionine biosynthesis
SAM-PWY	Zm00001d040697	S-adenosyl-L-methionine biosynthesis
PWY-7176	Zm00001d052108	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d011803	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d024919	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d003836	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d042005	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d035916	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d018277	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d009631	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d039081	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d011486	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d041620	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d044488	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d044024	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d011357	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d050827	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d039221	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d009774	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d023833	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d021526	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d004713	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d029968	UTP and CTP <i>de novo</i> biosynthesis
PWY-7176	Zm00001d024444	UTP and CTP <i>de novo</i> biosynthesis
PWY-5048	Zm00001d030544	rosmarinic acid biosynthesis I
PWY-5957	Zm00001d047658	L-nicotianamine biosynthesis
PWY-5957	Zm00001d033496	L-nicotianamine biosynthesis
PWY-5957	Zm00001d012829	L-nicotianamine biosynthesis
PWY-5957	Zm00001d022557	L-nicotianamine biosynthesis
PWY-5957	Zm00001d028887	L-nicotianamine biosynthesis
PWY-5957	Zm00001d047651	L-nicotianamine biosynthesis
PWY-5957	Zm00001d013655	L-nicotianamine biosynthesis
PWY-5957	Zm00001d028888	L-nicotianamine biosynthesis
PWY-5957	Zm00001d047656	L-nicotianamine biosynthesis
PWY-5957	Zm00001d047639	L-nicotianamine biosynthesis
PWY-5829	Zm00001d002350	geraniol and geranial biosynthesis
PWY-5829	Zm00001d002351	geraniol and geranial biosynthesis
PWY-2901	Zm00001d019256	cytokinins 9-<i>N</i>-glucoside biosynthesis
DETOX1-PWY	Zm00001d014848	superoxide radicals degradation
DETOX1-PWY	Zm00001d054044	superoxide radicals degradation
DETOX1-PWY	Zm00001d027511	superoxide radicals degradation
DETOX1-PWY	Zm00001d036135	superoxide radicals degradation
DETOX1-PWY	Zm00001d028232	superoxide radicals degradation
DETOX1-PWY	Zm00001d038235	superoxide radicals degradation
DETOX1-PWY	Zm00001d022505	superoxide radicals degradation
DETOX1-PWY	Zm00001d009990	superoxide radicals degradation
DETOX1-PWY	Zm00001d045538	superoxide radicals degradation
DETOX1-PWY	Zm00001d047479	superoxide radicals degradation
DETOX1-PWY	Zm00001d034150	superoxide radicals degradation
DETOX1-PWY	Zm00001d029170	superoxide radicals degradation
DETOX1-PWY	Zm00001d025106	superoxide radicals degradation
DETOX1-PWY	Zm00001d024193	superoxide radicals degradation
DETOX1-PWY	Zm00001d037959	superoxide radicals degradation
DETOX1-PWY	Zm00001d045384	superoxide radicals degradation
DETOX1-PWY	Zm00001d014632	superoxide radicals degradation
DETOX1-PWY	Zm00001d037859	superoxide radicals degradation
DETOX1-PWY	Zm00001d031908	superoxide radicals degradation
ASPARAGINE-DEG1-PWY	Zm00001d042485	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d051649	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d037143	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d033160	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d002052	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d011791	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d022633	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d051214	L-asparagine degradation I
ASPARAGINE-DEG1-PWY	Zm00001d017352	L-asparagine degradation I
PWY-5826	Zm00001d013427	hypoglycin biosynthesis
PWY-5826	Zm00001d033750	hypoglycin biosynthesis
PWY4FS-2	Zm00001d037115	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d013483	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d015029	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d030131	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d049505	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d014357	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d015399	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d024528	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d010257	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d011642	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d009280	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d042883	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d032703	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d038891	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d043771	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d014036	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d009859	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d006837	phosphatidylcholine biosynthesis II
PWY4FS-2	Zm00001d043770	phosphatidylcholine biosynthesis II
PWY4FS-10	Zm00001d002365	scopolin biosynthesis
PWY4FS-10	Zm00001d048106	scopolin biosynthesis
PWY4FS-10	Zm00001d044106	scopolin biosynthesis
ARGSYNBSUB-PWY	Zm00001d032612	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d047817	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d010837	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d021956	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d004611	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d028662	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d048574	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d044368	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d044250	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d017790	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d051586	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d011192	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d002734	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d051359	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d029162	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d033328	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d035443	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d048433	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d018314	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d024950	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d006854	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d013476	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d051563	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d018091	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d040103	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d027380	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d017769	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d047667	L-arginine biosynthesis II (acetyl cycle)
ARGSYNBSUB-PWY	Zm00001d024048	L-arginine biosynthesis II (acetyl cycle)
PWY-641	Zm00001d053144	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d048800	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d042980	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d040701	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d038073	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d035462	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d014914	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d012456	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d011107	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d026371	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d026370	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d026369	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d042594	proanthocyanidins biosynthesis from flavanols
PWY-641	Zm00001d022060	proanthocyanidins biosynthesis from flavanols
PWY-2981	Zm00001d032858	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d041082	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d047549	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d048875	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d048865	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d029519	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d024875	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d047543	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d029520	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d020562	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d024512	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d019797	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d024514	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d048867	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d048874	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d029648	diterpene phytoalexins precursors biosynthesis
PWY-2981	Zm00001d032961	diterpene phytoalexins precursors biosynthesis
PWY-5723	Zm00001d029025	Rubisco shunt
PWY-5723	Zm00001d041697	Rubisco shunt
PWY-5723	Zm00001d039777	Rubisco shunt
PWY-5723	Zm00001d036858	Rubisco shunt
PWY-5723	Zm00001d012518	Rubisco shunt
PWY-5723	Zm00001d023880	Rubisco shunt
PWY-5723	Zm00001d043086	Rubisco shunt
PWY-5723	Zm00001d018021	Rubisco shunt
PWY-5723	Zm00001d037501	Rubisco shunt
PWY-5723	Zm00001d041588	Rubisco shunt
PWY-5723	Zm00001d047843	Rubisco shunt
PWY-5723	Zm00001d005345	Rubisco shunt
PWY-5723	Zm00001d028554	Rubisco shunt
PWY-5723	Zm00001d036086	Rubisco shunt
PWY-5723	Zm00001d028556	Rubisco shunt
PWY-5723	Zm00001d014104	Rubisco shunt
PWY-5723	Zm00001d020309	Rubisco shunt
PWY-5723	Zm00001d005674	Rubisco shunt
PWY-5723	Zm00001d000452	Rubisco shunt
PWY-5723	Zm00001d004765	Rubisco shunt
PWY-5723	Zm00001d030373	Rubisco shunt
PWY-5723	Zm00001d045431	Rubisco shunt
PWY-5723	Zm00001d037152	Rubisco shunt
PWY-5723	Zm00001d052494	Rubisco shunt
PWY-5723	Zm00001d023379	Rubisco shunt
PWY-5723	Zm00001d034443	Rubisco shunt
PWY-5723	Zm00001d043986	Rubisco shunt
PWY-5723	Zm00001d049049	Rubisco shunt
PWY-5723	Zm00001d001831	Rubisco shunt
PWY-5723	Zm00001d026619	Rubisco shunt
PWY-5723	Zm00001d040446	Rubisco shunt
PWY-5723	Zm00001d028983	Rubisco shunt
PWY-5723	Zm00001d033405	Rubisco shunt
PWY-5723	Zm00001d030020	Rubisco shunt
PWY-5723	Zm00001d018961	Rubisco shunt
PWY-5723	Zm00001d047054	Rubisco shunt
PWY-5723	Zm00001d002454	Rubisco shunt
PWY-5723	Zm00001d017711	Rubisco shunt
PWY-5723	Zm00001d000164	Rubisco shunt
PWY-5723	Zm00001d027841	Rubisco shunt
PWY-5723	Zm00001d021050	Rubisco shunt
PWY-5723	Zm00001d048324	Rubisco shunt
PWY-5723	Zm00001d030701	Rubisco shunt
PWY-5723	Zm00001d052482	Rubisco shunt
PWY-5723	Zm00001d013135	Rubisco shunt
PWY-5723	Zm00001d018936	Rubisco shunt
PWY-5723	Zm00001d044548	Rubisco shunt
PWY-5723	Zm00001d049559	Rubisco shunt
PWY-5723	Zm00001d042282	Rubisco shunt
PWY-5723	Zm00001d011965	Rubisco shunt
PWY-5723	Zm00001d049560	Rubisco shunt
PWY-5723	Zm00001d046962	Rubisco shunt
PWY-5723	Zm00001d045451	Rubisco shunt
PWY-5723	Zm00001d004171	Rubisco shunt
PWY-5723	Zm00001d004894	Rubisco shunt
PWY-5723	Zm00001d037514	Rubisco shunt
PWY-5723	Zm00001d045698	Rubisco shunt
PWY-5723	Zm00001d006402	Rubisco shunt
PWY-5723	Zm00001d052595	Rubisco shunt
PWY-5723	Zm00001d051485	Rubisco shunt
PWY-5723	Zm00001d000279	Rubisco shunt
ILEUDEG-PWY	Zm00001d040670	L-isoleucine degradation I
ILEUDEG-PWY	Zm00001d023694	L-isoleucine degradation I
